 -2.266666666666666E-003 NaN                    
 -2.199999999999999E-003 NaN                     -2.199999999999999E-003
 NaN                     -2.199999999999999E-003 NaN                    
 -2.199999999999999E-003 NaN                    
 -2.133333333333332E-003 NaN                     -2.133333333333332E-003
 NaN                     -2.133333333333332E-003 NaN                    
 -2.133333333333332E-003 NaN                    
 -2.066666666666665E-003 NaN                     -2.066666666666665E-003
 NaN                     -2.066666666666665E-003 NaN                    
 -2.066666666666665E-003 NaN                    
 -1.999999999999999E-003 NaN                     -1.999999999999999E-003
 NaN                     -1.999999999999999E-003 NaN                    
 -1.999999999999999E-003 NaN                    
 -1.933333333333332E-003 NaN                     -1.933333333333332E-003
 NaN                     -1.933333333333332E-003 NaN                    
 -1.933333333333332E-003 NaN                    
 -1.866666666666666E-003 NaN                     -1.866666666666666E-003
 NaN                     -1.866666666666666E-003 NaN                    
 -1.866666666666666E-003 NaN                    
 -1.799999999999999E-003 NaN                     -1.799999999999999E-003
 NaN                     -1.799999999999999E-003 NaN                    
 -1.799999999999999E-003 NaN                    
 -1.733333333333332E-003 NaN                     -1.733333333333332E-003
 NaN                     -1.733333333333332E-003 NaN                    
 -1.733333333333332E-003 NaN                    
 -1.666666666666665E-003 NaN                     -1.666666666666665E-003
 NaN                     -1.666666666666665E-003 NaN                    
 -1.666666666666665E-003 NaN                    
 -1.599999999999999E-003 NaN                     -1.599999999999999E-003
 NaN                     -1.599999999999999E-003 NaN                    
 -1.599999999999999E-003 NaN                    
 -1.533333333333332E-003 NaN                     -1.533333333333332E-003
 NaN                     -1.533333333333332E-003 NaN                    
 -1.533333333333332E-003 NaN                    
 -1.466666666666665E-003 NaN                     -1.466666666666665E-003
 NaN                     -1.466666666666665E-003 NaN                    
 -1.466666666666665E-003 NaN                    
 -1.399999999999999E-003 NaN                     -1.399999999999999E-003
 NaN                     -1.399999999999999E-003 NaN                    
 -1.399999999999999E-003 NaN                    
 -1.333333333333332E-003 NaN                     -1.333333333333332E-003
 NaN                     -1.333333333333332E-003 NaN                    
 -1.333333333333332E-003 NaN                    
 -1.266666666666666E-003 NaN                     -1.266666666666666E-003
 NaN                     -1.266666666666666E-003 NaN                    
 -1.266666666666666E-003 NaN                    
 -1.199999999999999E-003 NaN                     -1.199999999999999E-003
 NaN                     -1.199999999999999E-003 NaN                    
 -1.199999999999999E-003 NaN                    
 -1.133333333333332E-003 NaN                     -1.133333333333332E-003
 NaN                     -1.133333333333332E-003 NaN                    
 -1.133333333333332E-003 NaN                    
 -1.066666666666665E-003 NaN                     -1.066666666666665E-003
 NaN                     -1.066666666666665E-003 NaN                    
 -1.066666666666665E-003 NaN                    
 -9.999999999999987E-004 NaN                     -9.999999999999987E-004
 NaN                     -9.999999999999987E-004 NaN                    
 -9.999999999999987E-004 NaN                    
 -9.333333333333321E-004 NaN                     -9.333333333333321E-004
 NaN                     -9.333333333333321E-004 NaN                    
 -9.333333333333321E-004 NaN                    
 -8.666666666666654E-004 NaN                     -8.666666666666654E-004
 NaN                     -8.666666666666654E-004 NaN                    
 -8.666666666666654E-004 NaN                    
 -7.999999999999987E-004 NaN                     -7.999999999999987E-004
 NaN                     -7.999999999999987E-004 NaN                    
 -7.999999999999987E-004 NaN                    
 -7.333333333333321E-004 NaN                     -7.333333333333321E-004
 NaN                     -7.333333333333321E-004 NaN                    
 -7.333333333333321E-004 NaN                    
 -6.666666666666655E-004 NaN                     -6.666666666666655E-004
 NaN                     -6.666666666666655E-004 NaN                    
 -6.666666666666655E-004 NaN                    
 -5.999999999999988E-004 NaN                     -5.999999999999988E-004
 NaN                     -5.999999999999988E-004 NaN                    
 -5.999999999999988E-004 NaN                    
 -5.333333333333321E-004 NaN                     -5.333333333333321E-004
 NaN                     -5.333333333333321E-004 NaN                    
 -5.333333333333321E-004 NaN                    
 -4.666666666666654E-004 NaN                     -4.666666666666654E-004
 NaN                     -4.666666666666654E-004 NaN                    
 -4.666666666666654E-004 NaN                    
 -3.999999999999988E-004 NaN                     -3.999999999999988E-004
 NaN                     -3.999999999999988E-004 NaN                    
 -3.999999999999988E-004 NaN                    
 -3.333333333333321E-004 NaN                     -3.333333333333321E-004
 NaN                     -3.333333333333321E-004 NaN                    
 -3.333333333333321E-004 NaN                    
 -2.666666666666654E-004 NaN                     -2.666666666666654E-004
 NaN                     -2.666666666666654E-004 NaN                    
 -2.666666666666654E-004 NaN                    
 -1.999999999999987E-004 NaN                     -1.999999999999987E-004
 NaN                     -1.999999999999987E-004 NaN                    
 -1.999999999999987E-004 NaN                    
 -1.333333333333321E-004 NaN                     -1.333333333333321E-004
 NaN                     -1.333333333333321E-004 NaN                    
 -1.333333333333321E-004 NaN                    
 -6.666666666666540E-005 NaN                     -6.666666666666540E-005
 NaN                     -6.666666666666540E-005 NaN                    
 -6.666666666666540E-005 NaN                    
  1.273937552670468E-018 NaN                      1.273937552670468E-018
 NaN                      1.273937552670468E-018 NaN                    
  1.273937552670468E-018 NaN                    
  6.666666666666794E-005 NaN                      6.666666666666794E-005
 NaN                      6.666666666666794E-005 NaN                    
  6.666666666666794E-005 NaN                    
  1.333333333333346E-004 NaN                      1.333333333333346E-004
 NaN                      1.333333333333346E-004 NaN                    
  1.333333333333346E-004 NaN                    
  2.000000000000013E-004 NaN                      2.000000000000013E-004
 NaN                      2.000000000000013E-004 NaN                    
  2.000000000000013E-004 NaN                    
  2.666666666666680E-004 NaN                      2.666666666666680E-004
 NaN                      2.666666666666680E-004 NaN                    
  2.666666666666680E-004 NaN                    
  3.333333333333346E-004 NaN                      3.333333333333346E-004
 NaN                      3.333333333333346E-004 NaN                    
  3.333333333333346E-004 NaN                    
  4.000000000000013E-004 NaN                      4.000000000000013E-004
 NaN                      4.000000000000013E-004 NaN                    
  4.000000000000013E-004 NaN                    
  4.666666666666680E-004 NaN                      4.666666666666680E-004
 NaN                      4.666666666666680E-004 NaN                    
  4.666666666666680E-004 NaN                    
  5.333333333333347E-004 NaN                      5.333333333333347E-004
 NaN                      5.333333333333347E-004 NaN                    
  5.333333333333347E-004 NaN                    
  6.000000000000014E-004 NaN                      6.000000000000014E-004
 NaN                      6.000000000000014E-004 NaN                    
  6.000000000000014E-004 NaN                    
  6.666666666666679E-004 NaN                      6.666666666666679E-004
 NaN                      6.666666666666679E-004 NaN                    
  6.666666666666679E-004 NaN                    
  7.333333333333346E-004 NaN                      7.333333333333346E-004
 NaN                      7.333333333333346E-004 NaN                    
  7.333333333333346E-004 NaN                    
  8.000000000000013E-004 NaN                      8.000000000000013E-004
 NaN                      8.000000000000013E-004 NaN                    
  8.000000000000013E-004 NaN                    
  8.666666666666679E-004 NaN                      8.666666666666679E-004
 NaN                      8.666666666666679E-004 NaN                    
  8.666666666666679E-004 NaN                    
  9.333333333333346E-004 NaN                      9.333333333333346E-004
 NaN                      9.333333333333346E-004 NaN                    
  9.333333333333346E-004 NaN                    
  1.000000000000001E-003 NaN                      1.000000000000001E-003
 NaN                      1.000000000000001E-003 NaN                    
  1.000000000000001E-003 NaN                    
  1.066666666666668E-003 NaN                      1.066666666666668E-003
 NaN                      1.066666666666668E-003 NaN                    
  1.066666666666668E-003 NaN                    
  1.133333333333335E-003 NaN                      1.133333333333335E-003
 NaN                      1.133333333333335E-003 NaN                    
  1.133333333333335E-003 NaN                    
  1.200000000000001E-003 NaN                      1.200000000000001E-003
 NaN                      1.200000000000001E-003 NaN                    
  1.200000000000001E-003 NaN                    
  1.266666666666668E-003 NaN                      1.266666666666668E-003
 NaN                      1.266666666666668E-003 NaN                    
  1.266666666666668E-003 NaN                    
  1.333333333333335E-003 NaN                      1.333333333333335E-003
 NaN                      1.333333333333335E-003 NaN                    
  1.333333333333335E-003 NaN                    
  1.400000000000001E-003 NaN                      1.400000000000001E-003
 NaN                      1.400000000000001E-003 NaN                    
  1.400000000000001E-003 NaN                    
  1.466666666666668E-003 NaN                      1.466666666666668E-003
 NaN                      1.466666666666668E-003 NaN                    
  1.466666666666668E-003 NaN                    
  1.533333333333335E-003 NaN                      1.533333333333335E-003
 NaN                      1.533333333333335E-003 NaN                    
  1.533333333333335E-003 NaN                    
  1.600000000000001E-003 NaN                      1.600000000000001E-003
 NaN                      1.600000000000001E-003 NaN                    
  1.600000000000001E-003 NaN                    
  1.666666666666668E-003 NaN                      1.666666666666668E-003
 NaN                      1.666666666666668E-003 NaN                    
  1.666666666666668E-003 NaN                    
  1.733333333333335E-003 NaN                      1.733333333333335E-003
 NaN                      1.733333333333335E-003 NaN                    
  1.733333333333335E-003 NaN                    
  1.800000000000001E-003 NaN                      1.800000000000001E-003
 NaN                      1.800000000000001E-003 NaN                    
  1.800000000000001E-003 NaN                    
  1.866666666666668E-003 NaN                      1.866666666666668E-003
 NaN                      1.866666666666668E-003 NaN                    
  1.866666666666668E-003 NaN                    
  1.933333333333335E-003 NaN                      1.933333333333335E-003
 NaN                      1.933333333333335E-003 NaN                    
  1.933333333333335E-003 NaN                    
  2.000000000000001E-003 NaN                      2.000000000000001E-003
 NaN                      2.000000000000001E-003 NaN                    
  2.000000000000001E-003 NaN                    
  2.066666666666668E-003 NaN                      2.066666666666668E-003
 NaN                      2.066666666666668E-003 NaN                    
  2.066666666666668E-003 NaN                    
  2.133333333333335E-003 NaN                      2.133333333333335E-003
 NaN                      2.133333333333335E-003 NaN                    
  2.133333333333335E-003 NaN                    
  2.200000000000001E-003 NaN                      2.200000000000001E-003
 NaN                      2.200000000000001E-003 NaN                    
  2.200000000000001E-003 NaN                    
  2.266666666666668E-003 NaN                      2.266666666666668E-003
 NaN                      2.266666666666668E-003 NaN                    
  2.266666666666668E-003 NaN                    
  2.333333333333335E-003 NaN                      2.333333333333335E-003
 NaN                      2.333333333333335E-003 NaN                    
  2.333333333333335E-003 NaN                    
  2.400000000000002E-003 NaN                      2.400000000000002E-003
 NaN                      2.400000000000002E-003 NaN                    
  2.400000000000002E-003 NaN                    
  2.466666666666668E-003 NaN                      2.466666666666668E-003
 NaN                      2.466666666666668E-003 NaN                    
  2.466666666666668E-003 NaN                    
  2.533333333333335E-003 NaN                      2.533333333333335E-003
 NaN                      2.533333333333335E-003 NaN                    
  2.533333333333335E-003 NaN                    
  2.600000000000002E-003 NaN                      2.600000000000002E-003
 NaN                      2.600000000000002E-003 NaN                    
  2.600000000000002E-003 NaN                    
  2.666666666666668E-003 NaN                      2.666666666666668E-003
 NaN                      2.666666666666668E-003 NaN                    
  2.666666666666668E-003 NaN                    
  2.733333333333335E-003 NaN                      2.733333333333335E-003
 NaN                      2.733333333333335E-003 NaN                    
  2.733333333333335E-003 NaN                    
  2.800000000000001E-003 NaN                      2.800000000000001E-003
 NaN                      2.800000000000001E-003 NaN                    
  2.800000000000001E-003 NaN                    
  2.866666666666668E-003 NaN                      2.866666666666668E-003
 NaN                      2.866666666666668E-003 NaN                    
  2.866666666666668E-003 NaN                    
  2.933333333333335E-003 NaN                      2.933333333333335E-003
 NaN                      2.933333333333335E-003 NaN                    
  2.933333333333335E-003 NaN                    
  3.000000000000001E-003 NaN                      3.000000000000001E-003
 NaN                      3.000000000000001E-003 NaN                    
  3.000000000000001E-003 NaN                    
  3.066666666666668E-003 NaN                      3.066666666666668E-003
 NaN                      3.066666666666668E-003 NaN                    
  3.066666666666668E-003 NaN                    
  3.133333333333335E-003 NaN                      3.133333333333335E-003
 NaN                      3.133333333333335E-003 NaN                    
  3.133333333333335E-003 NaN                    
  3.200000000000001E-003 NaN                      3.200000000000001E-003
 NaN                      3.200000000000001E-003 NaN                    
  3.200000000000001E-003 NaN                    
  3.266666666666668E-003 NaN                      3.266666666666668E-003
 NaN                      3.266666666666668E-003 NaN                    
  3.266666666666668E-003 NaN                    
  3.333333333333335E-003 NaN                      3.333333333333335E-003
 NaN                      3.333333333333335E-003 NaN                    
  3.333333333333335E-003 NaN                    
  3.400000000000002E-003 NaN                      3.400000000000002E-003
 NaN                      3.400000000000002E-003 NaN                    
  3.400000000000002E-003 NaN                    
  3.466666666666668E-003 NaN                      3.466666666666668E-003
 NaN                      3.466666666666668E-003 NaN                    
  3.466666666666668E-003 NaN                    
  3.533333333333335E-003 NaN                      3.533333333333335E-003
 NaN                      3.533333333333335E-003 NaN                    
  3.533333333333335E-003 NaN                    
  3.600000000000002E-003 NaN                      3.600000000000002E-003
 NaN                      3.600000000000002E-003 NaN                    
  3.600000000000002E-003 NaN                    
  3.666666666666668E-003 NaN                      3.666666666666668E-003
 NaN                      3.666666666666668E-003 NaN                    
  3.666666666666668E-003 NaN                    
  3.733333333333335E-003 NaN                      3.733333333333335E-003
 NaN                      3.733333333333335E-003 NaN                    
  3.733333333333335E-003 NaN                    
  3.800000000000001E-003 NaN                      3.800000000000001E-003
 NaN                      3.800000000000001E-003 NaN                    
  3.800000000000001E-003 NaN                    
  3.866666666666668E-003 NaN                      3.866666666666668E-003
 NaN                      3.866666666666668E-003 NaN                    
  3.866666666666668E-003 NaN                    
  3.933333333333335E-003 NaN                      3.933333333333335E-003
 NaN                      3.933333333333335E-003 NaN                    
  3.933333333333335E-003 NaN                    
  4.000000000000002E-003 NaN                      4.000000000000002E-003
 NaN                      4.000000000000002E-003 NaN                    
  4.000000000000002E-003 NaN                    
  4.066666666666668E-003 NaN                      4.066666666666668E-003
 NaN                      4.066666666666668E-003 NaN                    
  4.066666666666668E-003 NaN                    
  4.133333333333335E-003 NaN                      4.133333333333335E-003
 NaN                      4.133333333333335E-003 NaN                    
  4.133333333333335E-003 NaN                    
  4.200000000000001E-003 NaN                      4.200000000000001E-003
 NaN                      4.200000000000001E-003 NaN                    
  4.200000000000001E-003 NaN                    
  4.266666666666668E-003 NaN                      4.266666666666668E-003
 NaN                      4.266666666666668E-003 NaN                    
  4.266666666666668E-003 NaN                    
  4.333333333333335E-003 NaN                      4.333333333333335E-003
 NaN                      4.333333333333335E-003 NaN                    
  4.333333333333335E-003 NaN                    
  4.400000000000001E-003 NaN                      4.400000000000001E-003
 NaN                      4.400000000000001E-003 NaN                    
  4.400000000000001E-003 NaN                    
  4.466666666666668E-003 NaN                      4.466666666666668E-003
 NaN                      4.466666666666668E-003 NaN                    
  4.466666666666668E-003 NaN                    
  4.533333333333335E-003 NaN                      4.533333333333335E-003
 NaN                      4.533333333333335E-003 NaN                    
  4.533333333333335E-003 NaN                    
  4.600000000000002E-003 NaN                      4.600000000000002E-003
 NaN                      4.600000000000002E-003 NaN                    
  4.600000000000002E-003 NaN                    
  4.666666666666668E-003 NaN                      4.666666666666668E-003
 NaN                      4.666666666666668E-003 NaN                    
  4.666666666666668E-003 NaN                    
  4.733333333333335E-003 NaN                      4.733333333333335E-003
 NaN                      4.733333333333335E-003 NaN                    
  4.733333333333335E-003 NaN                    
  4.800000000000001E-003 NaN                      4.800000000000001E-003
 NaN                      4.800000000000001E-003 NaN                    
  4.800000000000001E-003 NaN                    
  4.866666666666668E-003 NaN                      4.866666666666668E-003
 NaN                      4.866666666666668E-003 NaN                    
  4.866666666666668E-003 NaN                    
  4.933333333333335E-003 NaN                      4.933333333333335E-003
 NaN                      4.933333333333335E-003 NaN                    
  4.933333333333335E-003 NaN                    
  5.000000000000002E-003 NaN                      5.000000000000002E-003
 NaN                      5.000000000000002E-003 NaN                    
  5.000000000000002E-003 NaN                    
  5.066666666666668E-003 NaN                      5.066666666666668E-003
 NaN                      5.066666666666668E-003 NaN                    
  5.066666666666668E-003 NaN                    
  5.133333333333335E-003 NaN                      5.133333333333335E-003
 NaN                      5.133333333333335E-003 NaN                    
  5.133333333333335E-003 NaN                    
  5.200000000000001E-003 NaN                      5.200000000000001E-003
 NaN                      5.200000000000001E-003 NaN                    
  5.200000000000001E-003 NaN                    
  5.266666666666668E-003 NaN                      5.266666666666668E-003
 NaN                      5.266666666666668E-003 NaN                    
  5.266666666666668E-003 NaN                    
  5.333333333333335E-003 NaN                      5.333333333333335E-003
 NaN                      5.333333333333335E-003 NaN                    
  5.333333333333335E-003 NaN                    
  5.400000000000001E-003 NaN                      5.400000000000001E-003
 NaN                      5.400000000000001E-003 NaN                    
  5.400000000000001E-003 NaN                    
  5.466666666666668E-003 NaN                      5.466666666666668E-003
 NaN                      5.466666666666668E-003 NaN                    
  5.466666666666668E-003 NaN                    
  5.533333333333335E-003 NaN                      5.533333333333335E-003
 NaN                      5.533333333333335E-003 NaN                    
  5.533333333333335E-003 NaN                    
  5.600000000000002E-003 NaN                      5.600000000000002E-003
 NaN                      5.600000000000002E-003 NaN                    
  5.600000000000002E-003 NaN                    
  5.666666666666668E-003 NaN                      5.666666666666668E-003
 NaN                      5.666666666666668E-003 NaN                    
  5.666666666666668E-003 NaN                    
  5.733333333333335E-003 NaN                      5.733333333333335E-003
 NaN                      5.733333333333335E-003 NaN                    
  5.733333333333335E-003 NaN                    
  5.800000000000001E-003 NaN                      5.800000000000001E-003
 NaN                      5.800000000000001E-003 NaN                    
  5.800000000000001E-003 NaN                    
  5.866666666666668E-003 NaN                      5.866666666666668E-003
 NaN                      5.866666666666668E-003 NaN                    
  5.866666666666668E-003 NaN                    
  5.933333333333335E-003 NaN                      5.933333333333335E-003
 NaN                      5.933333333333335E-003 NaN                    
  5.933333333333335E-003 NaN                    
  6.000000000000002E-003 NaN                      6.000000000000002E-003
 NaN                      6.000000000000002E-003 NaN                    
  6.000000000000002E-003 NaN                    
  6.066666666666668E-003 NaN                      6.066666666666668E-003
 NaN                      6.066666666666668E-003 NaN                    
  6.066666666666668E-003 NaN                    
  6.133333333333335E-003 NaN                      6.133333333333335E-003
 NaN                      6.133333333333335E-003 NaN                    
  6.133333333333335E-003 NaN                    
  6.200000000000002E-003 NaN                      6.200000000000002E-003
 NaN                      6.200000000000002E-003 NaN                    
  6.200000000000002E-003 NaN                    
  6.266666666666669E-003 NaN                      6.266666666666669E-003
 NaN                      6.266666666666669E-003 NaN                    
  6.266666666666669E-003 NaN                    
  6.333333333333335E-003 NaN                      6.333333333333335E-003
 NaN                      6.333333333333335E-003 NaN                    
  6.333333333333335E-003 NaN                    
  6.400000000000001E-003 NaN                      6.400000000000001E-003
 NaN                      6.400000000000001E-003 NaN                    
  6.400000000000001E-003 NaN                    
  6.466666666666668E-003 NaN                      6.466666666666668E-003
 NaN                      6.466666666666668E-003 NaN                    
  6.466666666666668E-003 NaN                    
  6.533333333333335E-003 NaN                      6.533333333333335E-003
 NaN                      6.533333333333335E-003 NaN                    
  6.533333333333335E-003 NaN                    
  6.600000000000002E-003 NaN                      6.600000000000002E-003
 NaN                      6.600000000000002E-003 NaN                    
  6.600000000000002E-003 NaN                    
  6.666666666666668E-003 NaN                      6.666666666666668E-003
 NaN                      6.666666666666668E-003 NaN                    
  6.666666666666668E-003 NaN                    
  6.733333333333335E-003 NaN                      6.733333333333335E-003
 NaN                      6.733333333333335E-003 NaN                    
  6.733333333333335E-003 NaN                    
  6.800000000000001E-003 NaN                      6.800000000000001E-003
 NaN                      6.800000000000001E-003 NaN                    
  6.800000000000001E-003 NaN                    
  6.866666666666668E-003 NaN                      6.866666666666668E-003
 NaN                      6.866666666666668E-003 NaN                    
  6.866666666666668E-003 NaN                    
  6.933333333333335E-003 NaN                      6.933333333333335E-003
 NaN                      6.933333333333335E-003 NaN                    
  6.933333333333335E-003 NaN                    
  7.000000000000002E-003 NaN                      7.000000000000002E-003
 NaN                      7.000000000000002E-003 NaN                    
  7.000000000000002E-003 NaN                    
  7.066666666666668E-003 NaN                      7.066666666666668E-003
 NaN                      7.066666666666668E-003 NaN                    
  7.066666666666668E-003 NaN                    
  7.133333333333335E-003 NaN                      7.133333333333335E-003
 NaN                      7.133333333333335E-003 NaN                    
  7.133333333333335E-003 NaN                    
  7.200000000000002E-003 NaN                      7.200000000000002E-003
 NaN                      7.200000000000002E-003 NaN                    
  7.200000000000002E-003 NaN                    
  7.266666666666669E-003 NaN                      7.266666666666669E-003
 NaN                      7.266666666666669E-003 NaN                    
  7.266666666666669E-003 NaN                    
  7.333333333333335E-003 NaN                      7.333333333333335E-003
 NaN                      7.333333333333335E-003 NaN                    
  7.333333333333335E-003 NaN                    
  7.400000000000002E-003 NaN                      7.400000000000002E-003
 NaN                      7.400000000000002E-003 NaN                    
  7.400000000000002E-003 NaN                    
  7.466666666666668E-003 NaN                      7.466666666666668E-003
 NaN                      7.466666666666668E-003 NaN                    
  7.466666666666668E-003 NaN                    
  7.533333333333335E-003 NaN                      7.533333333333335E-003
 NaN                      7.533333333333335E-003 NaN                    
  7.533333333333335E-003 NaN                    
  7.600000000000002E-003 NaN                      7.600000000000002E-003
 NaN                      7.600000000000002E-003 NaN                    
  7.600000000000002E-003 NaN                    
  7.666666666666668E-003 NaN                      7.666666666666668E-003
 NaN                      7.666666666666668E-003 NaN                    
  7.666666666666668E-003 NaN                    
  7.733333333333335E-003 NaN                      7.733333333333335E-003
 NaN                      7.733333333333335E-003 NaN                    
  7.733333333333335E-003 NaN                    
  7.800000000000001E-003 NaN                      7.800000000000001E-003
 NaN                      7.800000000000001E-003 NaN                    
  7.800000000000001E-003 NaN                    
  7.866666666666668E-003 NaN                      7.866666666666668E-003
 NaN                      7.866666666666668E-003 NaN                    
  7.866666666666668E-003 NaN                    
  7.933333333333336E-003 NaN                      7.933333333333336E-003
 NaN                      7.933333333333336E-003 NaN                    
  7.933333333333336E-003 NaN                    
  8.000000000000002E-003 NaN                      8.000000000000002E-003
 NaN                      8.000000000000002E-003 NaN                    
  8.000000000000002E-003 NaN                    
  8.066666666666668E-003 NaN                      8.066666666666668E-003
 NaN                      8.066666666666668E-003 NaN                    
  8.066666666666668E-003 NaN                    
  8.133333333333334E-003 NaN                      8.133333333333334E-003
 NaN                      8.133333333333334E-003 NaN                    
  8.133333333333334E-003 NaN                    
  8.200000000000002E-003 NaN                      8.200000000000002E-003
 NaN                      8.200000000000002E-003 NaN                    
  8.200000000000002E-003 NaN                    
  8.266666666666669E-003 NaN                      8.266666666666669E-003
 NaN                      8.266666666666669E-003 NaN                    
  8.266666666666669E-003 NaN                    
  8.333333333333335E-003 NaN                      8.333333333333335E-003
 NaN                      8.333333333333335E-003 NaN                    
  8.333333333333335E-003 NaN                    
  8.400000000000001E-003 NaN                      8.400000000000001E-003
 NaN                      8.400000000000001E-003 NaN                    
  8.400000000000001E-003 NaN                    
  8.466666666666667E-003 NaN                      8.466666666666667E-003
 NaN                      8.466666666666667E-003 NaN                    
  8.466666666666667E-003 NaN                    
  8.533333333333335E-003 NaN                      8.533333333333335E-003
 NaN                      8.533333333333335E-003 NaN                    
  8.533333333333335E-003 NaN                    
  8.600000000000002E-003 NaN                      8.600000000000002E-003
 NaN                      8.600000000000002E-003 NaN                    
  8.600000000000002E-003 NaN                    
  8.666666666666668E-003 NaN                      8.666666666666668E-003
 NaN                      8.666666666666668E-003 NaN                    
  8.666666666666668E-003 NaN                    
  8.733333333333334E-003 NaN                      8.733333333333334E-003
 NaN                      8.733333333333334E-003 NaN                    
  8.733333333333334E-003 NaN                    
  8.800000000000002E-003 NaN                      8.800000000000002E-003
 NaN                      8.800000000000002E-003 NaN                    
  8.800000000000002E-003 NaN                    
  8.866666666666669E-003 NaN                      8.866666666666669E-003
 NaN                      8.866666666666669E-003 NaN                    
  8.866666666666669E-003 NaN                    
  8.933333333333335E-003 NaN                      8.933333333333335E-003
 NaN                      8.933333333333335E-003 NaN                    
  8.933333333333335E-003 NaN                    
  9.000000000000001E-003 NaN                      9.000000000000001E-003
 NaN                      9.000000000000001E-003 NaN                    
  9.000000000000001E-003 NaN                    
  9.066666666666669E-003 NaN                      9.066666666666669E-003
 NaN                      9.066666666666669E-003 NaN                    
  9.066666666666669E-003 NaN                    
  9.133333333333335E-003 NaN                      9.133333333333335E-003
 NaN                      9.133333333333335E-003 NaN                    
  9.133333333333335E-003 NaN                    
  9.200000000000002E-003 NaN                      9.200000000000002E-003
 NaN                      9.200000000000002E-003 NaN                    
  9.200000000000002E-003 NaN                    
  9.266666666666668E-003 NaN                      9.266666666666668E-003
 NaN                      9.266666666666668E-003 NaN                    
  9.266666666666668E-003 NaN                    
  9.333333333333336E-003 NaN                      9.333333333333336E-003
 NaN                      9.333333333333336E-003 NaN                    
  9.333333333333336E-003 NaN                    
  9.400000000000002E-003 NaN                      9.400000000000002E-003
 NaN                      9.400000000000002E-003 NaN                    
  9.400000000000002E-003 NaN                    
  9.466666666666668E-003 NaN                      9.466666666666668E-003
 NaN                      9.466666666666668E-003 NaN                    
  9.466666666666668E-003 NaN                    
  9.533333333333335E-003 NaN                      9.533333333333335E-003
 NaN                      9.533333333333335E-003 NaN                    
  9.533333333333335E-003 NaN                    
  9.600000000000001E-003 NaN                      9.600000000000001E-003
 NaN                      9.600000000000001E-003 NaN                    
  9.600000000000001E-003 NaN                    
  9.666666666666669E-003 NaN                      9.666666666666669E-003
 NaN                      9.666666666666669E-003 NaN                    
  9.666666666666669E-003 NaN                    
  9.733333333333335E-003 NaN                      9.733333333333335E-003
 NaN                      9.733333333333335E-003 NaN                    
  9.733333333333335E-003 NaN                    
  9.800000000000001E-003 NaN                      9.800000000000001E-003
 NaN                      9.800000000000001E-003 NaN                    
  9.800000000000001E-003 NaN                    
  9.866666666666668E-003 NaN                      9.866666666666668E-003
 NaN                      9.866666666666668E-003 NaN                    
  9.866666666666668E-003 NaN                    
  9.933333333333336E-003 NaN                      9.933333333333336E-003
 NaN                      9.933333333333336E-003 NaN                    
  9.933333333333336E-003 NaN                    
  1.000000000000000E-002 NaN                      1.000000000000000E-002
 NaN                      1.000000000000000E-002 NaN                    
  1.000000000000000E-002 NaN                    
  1.006666666666667E-002 NaN                      1.006666666666667E-002
 NaN                      1.006666666666667E-002 NaN                    
  1.006666666666667E-002 NaN                    
  1.013333333333333E-002 NaN                      1.013333333333333E-002
 NaN                      1.013333333333333E-002 NaN                    
  1.013333333333333E-002 NaN                    
  1.020000000000000E-002 NaN                      1.020000000000000E-002
 NaN                      1.020000000000000E-002 NaN                    
  1.020000000000000E-002 NaN                    
  1.026666666666667E-002 NaN                      1.026666666666667E-002
 NaN                      1.026666666666667E-002 NaN                    
  1.026666666666667E-002 NaN                    
  1.033333333333333E-002 NaN                      1.033333333333333E-002
 NaN                      1.033333333333333E-002 NaN                    
  1.033333333333333E-002 NaN                    
  1.040000000000000E-002 NaN                      1.040000000000000E-002
 NaN                      1.040000000000000E-002 NaN                    
  1.040000000000000E-002 NaN                    
  1.046666666666667E-002 NaN                      1.046666666666667E-002
 NaN                      1.046666666666667E-002 NaN                    
  1.046666666666667E-002 NaN                    
  1.053333333333334E-002 NaN                      1.053333333333334E-002
 NaN                      1.053333333333334E-002 NaN                    
  1.053333333333334E-002 NaN                    
  1.060000000000000E-002 NaN                      1.060000000000000E-002
 NaN                      1.060000000000000E-002 NaN                    
  1.060000000000000E-002 NaN                    
  1.066666666666667E-002 NaN                      1.066666666666667E-002
 NaN                      1.066666666666667E-002 NaN                    
  1.066666666666667E-002 NaN                    
  1.073333333333333E-002 NaN                      1.073333333333333E-002
 NaN                      1.073333333333333E-002 NaN                    
  1.073333333333333E-002 NaN                    
  1.080000000000000E-002 NaN                      1.080000000000000E-002
 NaN                      1.080000000000000E-002 NaN                    
  1.080000000000000E-002 NaN                    
  1.086666666666667E-002 NaN                      1.086666666666667E-002
 NaN                      1.086666666666667E-002 NaN                    
  1.086666666666667E-002 NaN                    
  1.093333333333333E-002 NaN                      1.093333333333333E-002
 NaN                      1.093333333333333E-002 NaN                    
  1.093333333333333E-002 NaN                    
  1.100000000000000E-002 NaN                      1.100000000000000E-002
 NaN                      1.100000000000000E-002 NaN                    
  1.100000000000000E-002 NaN                    
  1.106666666666667E-002 NaN                      1.106666666666667E-002
 NaN                      1.106666666666667E-002 NaN                    
  1.106666666666667E-002 NaN                    
  1.113333333333334E-002 NaN                      1.113333333333334E-002
